,w_tqqq,w_spy,w_cash
2018-11-09,0.4940114277142789,0.0,0.505988572285721
2018-11-12,0.4822995751997356,0.0,0.5177004248002645
2018-11-13,0.24802978639722723,0.25002568551838417,0.5019445280843886
2018-11-14,0.3877500804337884,0.10081044038028869,0.5114394791859228
2018-11-15,0.25994527484699825,0.24926563235937374,0.490789092793628
2018-11-16,0.5045219144686804,0.0,0.49547808553131956
2018-11-19,0.47852041954920777,0.0,0.5214795804507923
2018-11-20,0.4040740513002748,0.09893392904105171,0.49699201965867357
2018-11-21,0.0,0.4992088641703853,0.5007911358296148
2018-11-23,0.0,0.5000664925300542,0.4999335074699459
2018-11-26,0.0,0.5016126624143417,0.4983873375856583
2018-11-27,0.0,0.5019261674797231,0.49807383252027704
2018-11-28,0.0,0.504575673982668,0.4954243260173321
2018-11-29,0.5006554455254356,0.0,0.49934455447456444
2018-11-30,0.5042275862152708,0.0,0.4957724137847292
2018-12-03,0.49632112836304965,0.0,0.5036788716369502
2018-12-04,0.4743948842002053,0.0,0.5256051157997947
2018-12-06,0.26438883535459107,0.2476016717784079,0.48800949286700096
2018-12-07,0.23443381526572724,0.251442743676659,0.5141234410576139
2018-12-10,0.0,0.5006635941564833,0.4993364058435168
2018-12-11,0.0,0.4966810219047218,0.5033189780952784
2018-12-12,0.0,0.49811418967477045,0.5018858103252295
2018-12-13,0.0,0.498918955112152,0.501081044887848
2018-12-14,0.0,0.49762146775192795,0.5023785322480722
2018-12-17,0.09561267535736324,0.3984478365960912,0.5059394880465455
2018-12-18,0.09971512985405999,0.3982875915200398,0.5019972786259003
2018-12-19,0.09421404127046541,0.3991210064855467,0.5066649522439879
2018-12-20,0.09767536919385006,0.39862300426263975,0.5037016265435101
2018-12-21,0.0,0.4938043569314483,0.5061956430685518
2018-12-24,0.0,0.34549590626949145,0.6545040937305087
2018-12-26,0.0,0.35969666500319797,0.640303334996802
2018-12-27,0.0,0.3551176914150265,0.6448823085849734
2018-12-28,0.0,0.49816017350218456,0.5018398264978153
2018-12-31,0.09917118948642305,0.4006890145951478,0.5001397959184292
2019-01-02,0.10644102719417255,0.40087613730524174,0.4926828355005856
2019-01-03,0.24014894678993462,0.25053428823188617,0.5093167649781792
2019-01-04,0.10601789169965598,0.40156821700746453,0.4924138912928795
2019-01-07,0.2545159208149428,0.2496001911993945,0.49588388798566263
2019-01-08,0.24973559270268664,0.25005566218422526,0.500208745113088
2019-01-09,0.25203699967099413,0.24958545191623702,0.49837754841276893
2019-01-10,0.4074567903696249,0.09959717932509901,0.492946030305276
2019-01-11,0.40124943454944867,0.10021095696424817,0.49853960848630313
2019-01-14,0.39979718223255395,0.10020899629055367,0.49999382147689236
2019-01-15,0.4094645066946475,0.09922612220271311,0.4913093711026395
2019-01-16,0.39852131110029965,0.10029449340876279,0.5011841954909375
2019-01-17,0.4074385531936942,0.09969222779948474,0.492869219006821
2019-01-18,0.4007944665815993,0.10033197809447976,0.4988735553239208
2019-01-22,0.39155227559337735,0.10078171958352716,0.5076660048230954
2019-01-23,0.24803999395697365,0.25027328019013084,0.5016867258528955
2019-01-24,0.40218184787298267,0.09974358836070493,0.49807456376631243
2019-01-25,0.40267339678771263,0.09960753109783851,0.4977190721144488
2019-01-28,0.40050129621986735,0.1000333873132799,0.49946531646685277
2019-01-29,0.39276489979112944,0.10104281894357549,0.506192281265295
2019-01-30,0.4090614245215224,0.09925636778773762,0.4916822076907401
2019-01-31,0.405805661869184,0.09977783188498275,0.4944165062458332
2019-02-01,0.40037564710871804,0.09990964676354011,0.4997147061277418
2019-02-04,0.4080764697125139,0.09921635389221835,0.49270717639526784
2019-02-05,0.5051662513362173,0.0,0.49483374866378266
2019-02-06,0.4975119434462518,0.0,0.5024880565537483
2019-02-07,0.49640821629212634,0.0,0.5035917837078736
2019-02-08,0.4076185386122691,0.09925624416962936,0.49312521721810165
2019-02-11,0.4965749734953112,0.0,0.5034250265046889
2019-02-12,0.5052934462411568,0.0,0.4947065537588432
2019-02-13,0.4969733540391244,0.0,0.5030266459608757
2019-02-14,0.503770113452067,0.0,0.49622988654793293
2019-02-15,0.49761289259957436,0.0,0.5023871074004256
2019-02-19,0.5038542418313297,0.0,0.4961457581686704
2019-02-20,0.49920587728436416,0.0,0.5007941227156357
2019-02-21,0.499246923832956,0.0,0.500753076167044
2019-02-22,0.5036684407063824,0.0,0.49633155929361755
2019-02-25,0.49685596537729504,0.0,0.5031440346227048
2019-02-26,0.5027322471496509,0.0,0.497267752850349
2019-02-27,0.5025932026941714,0.0,0.49740679730582854
2019-02-28,0.5006375726686728,0.0,0.4993624273313272
2019-03-01,0.4997120485773757,0.0,0.5002879514226243
2019-03-04,0.4957159105196377,0.0,0.5042840894803622
2019-03-05,0.5000958059856248,0.0,0.49990419401437525
2019-03-06,0.49503038413886963,0.0,0.5049696158611304
2019-03-07,0.39334308669315876,0.1005549370898777,0.5061019762169636
2019-03-08,0.4067817403556839,0.09932811812710467,0.49389014151721145
2019-03-11,0.4113150992890244,0.09905690326733026,0.4896279974436453
2019-03-12,0.5020813558350666,0.0,0.4979186441649333
2019-03-13,0.5016190317713214,0.0,0.49838096822867856
2019-03-14,0.49843028552639385,0.0,0.5015697144736061
2019-03-15,0.5032293235809225,0.0,0.49677067641907746
2019-03-18,0.5020235667258627,0.0,0.49797643327413743
2019-03-19,0.49929153451735114,0.0,0.5007084654826489
2019-03-20,0.502911079155206,0.0,0.49708892084479395
2019-03-21,0.5136485057887118,0.0,0.4863514942112881
2019-03-22,0.4863898143388621,0.0,0.5136101856611379
2019-03-25,0.40145395423851427,0.09980835029950398,0.4987376954619819
2019-03-26,0.39772933004434957,0.1004171435294244,0.5018535264262259
2019-03-27,0.39449235575573,0.10048078387722716,0.5050268603670429
2019-03-28,0.3996889373582578,0.10015888108115241,0.5001521815605898
2019-03-29,0.5001323981774846,0.0,0.4998676018225155
2019-04-01,0.5025172803118945,0.0,0.4974827196881056
2019-04-02,0.5018966566588879,0.0,0.498103343341112
2019-04-03,0.5001238493070171,0.0,0.4998761506929828
2019-04-04,0.4995869722134315,0.0,0.5004130277865684
2019-04-05,0.5013474806627249,0.0,0.4986525193372751
2019-04-08,0.5032126762746153,0.0,0.4967873237253846
2019-04-09,0.4997957892198269,0.0,0.500204210780173
2019-04-10,0.4027260401256083,0.0996955195412044,0.4975784403331873
2019-04-11,0.4971801451459744,0.0,0.5028198548540256
2019-04-12,0.49987997607824336,0.0,0.5001200239217566
2019-04-15,0.5002000129465922,0.0,0.4997999870534078
2019-04-16,0.49992080908555264,0.0,0.5000791909144474
2019-04-17,0.49765843625577394,0.0,0.502341563744226
2019-04-18,0.4995313857164793,0.0,0.5004686142835206
2019-04-22,0.5052878905522278,0.0,0.4947121094477723
2019-04-23,0.5073506927306427,0.0,0.4926493072693572
2019-04-24,0.4970015164422315,0.0,0.5029984835577685
2019-04-25,0.49729250151784266,0.0,0.5027074984821573
2019-04-26,0.40150407721837705,0.1001218349134109,0.4983740878682121
2019-04-29,0.5014084405082274,0.0,0.4985915594917726
2019-04-30,0.4002548404082596,0.10010790488743264,0.4996372547043077
2019-05-01,0.39321354040631645,0.10029758238897468,0.5064888772047088
2019-05-02,0.3970417376831883,0.10034944776180506,0.5026088145550066
2019-05-03,0.4049785923821894,0.09951149245662987,0.49550991516118076
2019-05-06,0.5117606199984684,0.0,0.48823938000153155
2019-05-07,0.3938442399093181,0.10038099441063901,0.5057747656800429
2019-05-08,0.4003101747852613,0.09994830420245644,0.49974152101228214
2019-05-09,0.40381455061776533,0.09977902817988002,0.4964064212023547
2019-05-10,0.40321631831876065,0.10018260352478842,0.496601078156451
2019-05-13,0.3930819754735746,0.10068695196165851,0.5062310725647668
2019-05-14,0.25277395872704284,0.24990424832104494,0.49732179295191214
2019-05-15,0.4139869631364996,0.09866975204234092,0.48734328482115946
2019-05-16,0.4066941284135512,0.09941994705849837,0.49388592452795044
2019-05-17,0.3996980101394229,0.10025492340677426,0.5000470664538029
2019-05-20,0.39792233117373976,0.10031389843790378,0.5017637703883565
2019-05-21,0.401159329807156,0.10000457666587342,0.4988360935269705
2019-05-22,0.5010581916249567,0.0,0.49894180837504326
2019-05-23,0.49669724210686644,0.0,0.5033027578931336
2019-05-24,0.39570067574762985,0.10043242776931875,0.5038668964830514
2019-05-28,0.49509349486762183,0.0,0.5049065051323782
2019-05-29,0.39848709035852214,0.10006037112459908,0.5014525385168788
2019-05-30,0.25083801165750863,0.24967294871557444,0.4994890396269169
2019-05-31,0.39705199860694773,0.10020919578566787,0.5027388056073844
2019-06-03,0.09499764359525764,0.40162193267508695,0.5033804237296555
2019-06-04,0.0,0.5030574766425465,0.4969425233574536
2019-06-05,0.0,0.5005572404494159,0.4994427595505841
2019-06-06,0.0,0.5013289965126835,0.4986710034873165
2019-06-07,0.0,0.5014993560279029,0.49850064397209715
2019-06-10,0.0,0.4996541879352827,0.5003458120647173
2019-06-11,0.49316454537307164,0.0,0.5068354546269285
2019-06-12,0.4979199187996498,0.0,0.5020800812003501
2019-06-13,0.5011156810869883,0.0,0.49888431891301166
2019-06-14,0.5006950471078646,0.0,0.49930495289213545
2019-06-17,0.40286290463972374,0.0994798783623374,0.49765721699793886
2019-06-18,0.40171225966020274,0.10000247229523251,0.49828526804456474
2019-06-19,0.501660321762476,0.0,0.4983396782375239
2019-06-20,0.49668306215429026,0.0,0.5033169378457097
2019-06-21,0.5001578916030249,0.0,0.4998421083969752
2019-06-24,0.49858291294931145,0.0,0.5014170870506885
2019-06-25,0.48746653629791037,0.0,0.5125334637020895
2019-06-26,0.398721323206835,0.09984645605481902,0.5014322207383459
2019-06-27,0.3999739123200451,0.10005869727989844,0.4999673904000564
2019-06-28,0.49915151885061554,0.0,0.5008484811493845
2019-07-01,0.4958696840813541,0.0,0.5041303159186458
2019-07-02,0.5032902316171144,0.0,0.4967097683828856
2019-07-03,0.503905356856886,0.0,0.49609464314311397
2019-07-05,0.5035466415794517,0.0,0.4964533584205482
2019-07-08,0.4993818433612536,0.0,0.5006181566387465
2019-07-09,0.5074649971195745,0.0,0.4925350028804255
2019-07-10,0.5027541977144415,0.0,0.4972458022855584
2019-07-11,0.49811431589303323,0.0,0.5018856841069668
2019-07-12,0.5034548471246902,0.0,0.4965451528753098
2019-07-15,0.5003984663164688,0.0,0.4996015336835312
2019-07-16,0.49722505416597323,0.0,0.5027749458340267
2019-07-17,0.4961538428982443,0.0,0.5038461571017556
2019-07-18,0.5047954683705685,0.0,0.4952045316294314
2019-07-19,0.48899137459573827,0.0,0.5110086254042617
2019-07-22,0.40374129405415704,0.09945713639994891,0.49680156954589416
2019-07-23,0.5006569075758439,0.0,0.499343092424156
2019-07-24,0.5080136584366142,0.0,0.4919863415633857
2019-07-25,0.49530535958998617,0.0,0.5046946404100138
2019-07-26,0.502762418841544,0.0,0.49723758115845595
2019-07-29,0.49806284644077903,0.0,0.501937153559221
2019-07-30,0.5024576266632875,0.0,0.49754237333671253
2019-07-31,0.3883015049150638,0.10094291136224327,0.5107555837226929
2019-08-01,0.39567603135112295,0.09994103454004348,0.5043829341088335
2019-08-02,0.3944932957047874,0.10056551634133958,0.504941187953873
2019-08-05,0.3891914058421744,0.10054092501298834,0.5102676691448373
2019-08-06,0.10098512788647473,0.4010252403829116,0.4979896317306138
2019-08-07,0.1038936053270574,0.40103153548406995,0.49507485918887256
2019-08-08,0.2584027807093452,0.24946472007115716,0.4921324992194977
2019-08-09,0.2474697615617269,0.2502941130076075,0.5022361254306656
2019-08-12,0.2474516835576955,0.2497570265422374,0.5027912899000672
2019-08-13,0.10534799806843986,0.4012885768578594,0.4933634250737007
2019-08-14,0.3900884270822625,0.10042272800584742,0.5094888449118901
2019-08-15,0.09919296657116478,0.40017903483016487,0.5006279985986704
2019-08-16,0.10151454286489182,0.4011554553209763,0.49733000181413184
2019-08-19,0.2507622244976255,0.24982567894376048,0.4994120965586141
2019-08-20,0.4961024010369016,0.0,0.5038975989630985
2019-08-21,0.24991571984270447,0.2500109963905194,0.5000732837667761
2019-08-22,0.49612152929903824,0.0,0.5038784707009617
2019-08-23,0.4812354313926976,0.0,0.5187645686073025
2019-08-26,0.2516300284526881,0.24987891262565134,0.4984910589216606
2019-08-27,0.24560053387939748,0.2499157781762185,0.504483687944384
2019-08-28,0.10143519130596472,0.40148536885485653,0.4970794398391788
2019-08-29,0.25136356374277596,0.25003543436750153,0.49860100188972245
2019-08-30,0.3946453263538158,0.10038614150961687,0.5049685321365673
2019-09-03,0.3977012200400251,0.10043206184171106,0.5018667181182639
2019-09-04,0.2523447250467791,0.24972800116519528,0.49792727378802565
2019-09-05,0.40497953045051555,0.0994567175458086,0.4955637520036758
2019-09-06,0.3983460739992275,0.1002420145305292,0.5014119114702433
2019-09-09,0.49620037406868484,0.0,0.5037996259313151
2019-09-10,0.5020569638733374,0.0,0.4979430361266625
2019-09-11,0.5055072843201737,0.0,0.4944927156798262
2019-09-12,0.4984889925406472,0.0,0.5015110074593528
2019-09-13,0.49839670872405967,0.0,0.5016032912759403
2019-09-16,0.5015190292833067,0.0,0.4984809707166933
2019-09-17,0.4030958161220154,0.09975475806691259,0.4971494258110721
2019-09-18,0.501268749801272,0.0,0.49873125019872794
2019-09-19,0.49980919234582066,0.0,0.5001908076541793
2019-09-20,0.49094285507912555,0.0,0.5090571449208744
2019-09-23,0.500788895414909,0.0,0.49921110458509105
2019-09-24,0.3875915061562583,0.1010604470507659,0.5113480467929759
2019-09-25,0.25625069680205687,0.24884172657092107,0.49490757662702195
2019-09-26,0.2488144337163604,0.2500415918503895,0.50114397443325
2019-09-27,0.24286961774494079,0.2510002901821449,0.5061300920729144
2019-09-30,0.25300316548349905,0.24944722632154104,0.49754960819495997
2019-10-01,0.24431452264706283,0.249344235872087,0.50634124148085
2019-10-02,0.24473036094645273,0.2497680653360619,0.5055015737174853
2019-10-03,0.10264924066320559,0.40082379242295996,0.49652696691383436
2019-10-04,0.2546346440527901,0.25027467484866944,0.4950906810985405
2019-10-07,0.2500522655312978,0.2497609993999506,0.5001867350687517
2019-10-08,0.2455963069948709,0.25001791003353685,0.5043857829715921
2019-10-09,0.10029055617948698,0.40026785123825775,0.4994415925822553
2019-10-10,0.40488416778819536,0.09977003867850272,0.4953457935333018
2019-10-11,0.4008326556123063,0.09986403563811372,0.4993033087495799
2019-10-14,0.5010255535065317,0.0,0.4989744464934683
2019-10-15,0.507076908991887,0.0,0.492923091008113
2019-10-16,0.5008036704248758,0.0,0.4991963295751242
2019-10-17,0.49743279850568933,0.0,0.5025672014943107
2019-10-18,0.4937119010397927,0.0,0.5062880989602074
2019-10-21,0.5024864261740941,0.0,0.49751357382590583
2019-10-22,0.4915721848137175,0.0,0.5084278151862824
2019-10-23,0.5029258017114558,0.0,0.4970741982885441
2019-10-24,0.5016643774057945,0.0,0.49833562259420544
2019-10-25,0.5095034135966344,0.0,0.4904965864033655
2019-10-28,0.5037117073127816,0.0,0.4962882926872185
2019-10-29,0.49539285984332476,0.0,0.5046071401566752
2019-10-30,0.5021757995578515,0.0,0.49782420044214853
2019-10-31,0.4982741416080609,0.0,0.5017258583919392
2019-11-01,0.5033951022178615,0.0,0.4966048977821385
2019-11-04,0.4994140014982121,0.0,0.5005859985017879
2019-11-05,0.49917412983024567,0.0,0.5008258701697542
2019-11-06,0.49903060939327354,0.0,0.5009693906067265
2019-11-07,0.49859600018246586,0.0,0.5014039998175341
2019-11-08,0.5044169035777382,0.0,0.49558309642226184
2019-11-11,0.5026726932191768,0.0,0.49732730678082315
2019-11-12,0.5014579247435498,0.0,0.4985420752564503
2019-11-13,0.5020738185293493,0.0,0.49792618147065076
2019-11-14,0.5021427020075618,0.0,0.49785729799243805
2019-11-15,0.5003326186612697,0.0,0.4996673813387304
2019-11-18,0.5016256315664062,0.0,0.49837436843359373
2019-11-19,0.49816249658534784,0.0,0.501837503414652
2019-11-20,0.4974321461965614,0.0,0.5025678538034386
2019-11-21,0.4989212523749911,0.0,0.5010787476250089
2019-11-22,0.4987899952149601,0.0,0.50121000478504
2019-11-25,0.5054315422447648,0.0,0.4945684577552351
2019-11-26,0.5010380163495928,0.0,0.4989619836504073
2019-11-27,0.5032254012205374,0.0,0.49677459877946256
2019-11-29,0.49849310282173614,0.0,0.5015068971782639
2019-12-02,0.49182899702634136,0.0,0.5081710029736586
2019-12-03,0.5042852243664385,0.0,0.4957147756335614
2019-12-04,0.3997414792229118,0.10024692673842069,0.5000115940386675
2019-12-05,0.4987038903371245,0.0,0.5012961096628756
2019-12-06,0.5021748950667243,0.0,0.49782510493327564
2019-12-09,0.4977523134353545,0.0,0.5022476865646455
2019-12-10,0.4992795598936702,0.0,0.5007204401063299
2019-12-11,0.5022718322709825,0.0,0.4977281677290175
2019-12-12,0.5064627728699743,0.0,0.4935372271300257
2019-12-13,0.5028334011069396,0.0,0.4971665988930604
2019-12-16,0.5022314708023953,0.0,0.4977685291976048
2019-12-17,0.4990596446182428,0.0,0.5009403553817572
2019-12-18,0.49939429261209817,0.0,0.5006057073879018
2019-12-19,0.504406719777084,0.0,0.4955932802229161
2019-12-20,0.49970648596161854,0.0,0.5002935140383814
2019-12-23,0.49924323405319737,0.0,0.5007567659468026
2019-12-24,0.49967983987819253,0.0,0.5003201601218074
2019-12-26,0.5052782452830602,0.0,0.49472175471693985
2019-12-27,0.4966067057467825,0.0,0.5033932942532174
2019-12-30,0.4951953340539092,0.0,0.5048046659460907
2019-12-31,0.5036368925097595,0.0,0.49636310749024054
2020-01-02,0.5059314879078874,0.0,0.49406851209211267
2020-01-03,0.5030741256078194,0.0,0.49692587439218056
2020-01-06,0.5107191651974645,0.0,0.48928083480253554
2020-01-07,0.4994446997273195,0.0,0.5005553002726805
2020-01-08,0.5056328049623726,0.0,0.4943671950376275
2020-01-09,0.5002651635324824,0.0,0.49973483646751754
2020-01-10,1.0,0.0,0.0
2020-01-13,0.5054813072072645,0.0,0.4945186927927354
2020-01-14,1.0,0.0,0.0
2020-01-15,0.4999478003472621,0.0,0.5000521996527378
2020-01-16,1.0,0.0,0.0
2020-01-17,1.0,0.0,0.0
2020-01-21,1.0,0.0,0.0
2020-01-22,1.0,0.0,0.0
2020-01-23,1.0,0.0,0.0
2020-01-24,1.0,0.0,0.0
2020-01-27,0.5012704795848012,0.0,0.49872952041519875
2020-01-28,0.4057486105059193,0.09950611629689708,0.49474527319718364
2020-01-29,0.3971567785353454,0.10002471303192623,0.5028185084327284
2020-01-30,0.40673269354846825,0.09971984050458972,0.493547465946942
2020-01-31,0.38573332687978285,0.10099912731030505,0.5132675458099122
2020-02-03,0.4069614450849951,0.09903581949568765,0.4940027354193173
2020-02-04,0.40600379097541117,0.09924819499198889,0.4947480140325999
2020-02-05,0.7956208286127177,0.20437917138728243,0.0
2020-02-06,0.8027954419178938,0.19720455808210616,0.0
2020-02-07,0.8003578971853271,0.19964210281467287,0.0
2020-02-10,0.8055156046526785,0.19448439534732154,0.0
2020-02-11,0.7979314352196556,0.20206856478034443,0.0
2020-02-12,0.8015752869710213,0.1984247130289787,0.0
2020-02-13,1.0,0.0,0.0
2020-02-14,1.0,0.0,0.0
2020-02-18,1.0,0.0,0.0
2020-02-19,1.0,0.0,0.0
2020-02-20,1.0,0.0,0.0
2020-02-21,0.7937618680652956,0.20623813193470442,0.0
2020-02-24,0.39858966183906025,0.10004887243008716,0.5013614657308525
2020-02-25,0.2324506125526694,0.2498353113443963,0.5177140761029344
2020-02-26,0.0,0.49785833596474766,0.5021416640352523
2020-02-27,0.0,0.49340764741748466,0.5065923525825152
2020-02-28,0.0,0.3559032881095425,0.6440967118904576
2020-03-02,0.0,0.3581955418778486,0.6418044581221515
2020-03-03,0.0,0.49240659140458737,0.5075934085954126
2020-03-04,0.0,0.35497067164889917,0.6450293283511008
2020-03-05,0.24788275315377956,0.24932089685288564,0.5027963499933348
2020-03-06,0.10444655331185851,0.40125369818296447,0.4942997485051771
2020-03-09,0.09971607433841262,0.3992607361965499,0.5010231894650374
2020-03-10,0.0,0.503298082743606,0.4967019172563939
2020-03-11,0.0,0.4942888814872671,0.505711118512733
2020-03-12,0.0,0.492174327646649,0.5078256723533511
2020-03-13,0.0,0.3553429518111186,0.6446570481888815
2020-03-16,0.0,0.4986175637947314,0.5013824362052686
2020-03-17,0.0,0.35712556807974316,0.642874431920257
2020-03-18,0.0,0.35359116022099446,0.6464088397790055
2020-03-19,0.0,0.3511959095360461,0.6488040904639538
2020-03-20,0.0,0.33686052962817764,0.6631394703718223
2020-03-23,0.0,0.34473351160577775,0.6552664883942223
2020-03-24,0.0,0.35836327981553834,0.6416367201844616
2020-03-25,0.0,0.3517789200758373,0.6482210799241627
2020-03-26,0.0,0.3604775942842983,0.6395224057157017
2020-03-27,0.09742526130461897,0.4012762765739609,0.50129846212142
2020-03-30,0.0,0.35525103266264657,0.6447489673373534
2020-03-31,0.24690875405828355,0.24921908644365232,0.5038721594980641
2020-04-01,0.24232289256834658,0.2513134428200087,0.5063636646116446
2020-04-02,0.0,0.5066798110061667,0.4933201889938333
2020-04-03,0.0,0.4974245995779651,0.502575400422035
2020-04-06,0.0,0.5067151226894845,0.49328487731051557
2020-04-07,0.0,0.4915823166889915,0.5084176833110085
2020-04-08,0.0,0.5055997411701219,0.4944002588298782
2020-04-09,0.24561410524828606,0.2518361438246916,0.5025497509270223
2020-04-13,0.2591606146110286,0.2460657150869734,0.49477367030199804
2020-04-14,0.26121907485770246,0.24789670410139036,0.4908842210409073
2020-04-15,0.2526560875028092,0.24922829433164242,0.4981156181655484
2020-04-16,0.2537827843810882,0.24870937539024157,0.49750784022867023
2020-04-17,0.24711267297544837,0.2517000563353388,0.5011872706892128
2020-04-20,0.24843719069949544,0.2499174277059181,0.5016453815945866
2020-04-21,0.2348160041780985,0.25278383187332015,0.5124001639485813
2020-04-22,0.2543492423461886,0.2489963226286324,0.4966544350251789
2020-04-23,0.24694583429374978,0.2501754097314673,0.5028787559747829
2020-04-24,0.2570896885367411,0.24895056543186692,0.49395974603139187
2020-04-27,0.24731267077088703,0.25202544553745826,0.5006618836916547
2020-04-28,0.23583776259329128,0.2516151598394536,0.512547077567255
2020-04-29,0.25590149645172106,0.24898389606233937,0.49511460748593966
2020-04-30,0.24855439727165807,0.24977678047908597,0.5016688222492559
